n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,attack,retriever,defense,epsilon,poison_rate,backbone
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0375,0.07500000000000001,0.8561312980949879,template,st,repr_group,1.0,0.005,e5-base-v2
48.0,0.075,0.050668456641434566,0.5,0.31127812445913283,0.5,0.0,0.0625,0.0375,0.07916666666666668,0.8559580110013485,template,st,repr_group,0.0,0.005,e5-base-v2
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0375,0.07500000000000001,0.8561312980949879,template,st,repr_both,1.0,0.005,e5-base-v2
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0375,0.07500000000000001,0.8561312980949879,template,st,repr_both,0.0,0.005,e5-base-v2
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template,bm25,vanilla,,0.02,
48.0,0.12604166666666666,0.034407151119031046,0.5,0.31127812445913283,0.5,0.6888888888888888,0.75,0.6583333333333333,0.012499999999999999,1.3467010662859427,template,bm25,multi_query,,0.02,
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template,bm25,repr_group,1.0,0.02,
48.0,0.18125,0.07965578449661734,0.5,0.3112781244591328,0.5,0.7692307692307693,0.75,0.75,0.0,6.383636671864987,template,bm25,repr_group,0.0,0.02,
48.0,0.40625,0.4126344449712049,0.5,0.3112781244591328,0.5,0.0,0.75,0.75,0.0,6.368445073393384,template,bm25,repr_both,1.0,0.02,
48.0,0.18125,0.11175062177825495,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.782051282051282,0.75,0.75,0.0,6.378572805707786,template,bm25,repr_both,0.0,0.02,
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0625,0.07500000000000001,0.8562172539532185,template,st,vanilla,,0.02,e5-base-v2
48.0,0.20677083333333332,0.13747594110783007,0.5,0.31127812445913283,0.5,0.3591954022988506,0.3958333333333333,0.14583333333333334,0.06666666666666667,1.207374062126507,template,st,multi_query,,0.02,e5-base-v2
48.0,0.0625,0.07142857142857142,0.5,0.31127812445913283,0.5,nan,0.0,0.0,0.09166666666666667,0.5387829779901624,template,st,manifold,,0.02,e5-base-v2
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0625,0.07500000000000001,0.85621727257967,template,st,repr_group,1.0,0.02,e5-base-v2
48.0,0.075,0.050668456641434566,0.5,0.31127812445913283,0.5,0.0,0.0625,0.0625,0.07916666666666668,0.8560439854860307,template,st,repr_group,0.0,0.02,e5-base-v2
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0625,0.07500000000000001,0.85621727257967,template,st,repr_both,1.0,0.02,e5-base-v2
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0625,0.07500000000000001,0.85621727257967,template,st,repr_both,0.0,0.02,e5-base-v2
